,gene,lr,p,ddf,p_corrected
16143,TREX2,0.07055002636229801,0.7905376197113212,1.0,0.9605317919947217
16144,TRH,1.787981533491802,0.18117228650284348,1.0,0.7296896603155172
16145,TRHDE,1.6625910991676847,0.19725384170407095,1.0,0.743750841859456
16146,TRHR,0.04358269375893542,0.8346319410435117,1.0,0.9702257623448433
16147,TRIAP1,3.2558890602442716,0.0711673338321833,1.0,0.6119145830054906
16148,TRIB1,0.17782215620945863,0.6732515640789105,1.0,0.9323367328288155
16149,TRIB2,0.11981144856372339,0.7292390787800105,1.0,0.9477059649968383
16150,TRIB3,4.743650921447852,0.029406602112680636,1.0,0.4905970328907513
16151,TRIM10,0.677709940279783,0.41037641502746136,1.0,0.8663631957571657
16152,TRIM11,0.006077955580167327,0.9378588818581735,1.0,0.9897348782417775
16153,TRIM13,1.1957115621289631,0.2741804866059664,1.0,0.7989459958969459
16154,TRIM14,1.1778865683154436,0.2777866685498467,1.0,0.8005470172933283
16155,TRIM15,0.13135747334513326,0.7170286954143845,1.0,0.9445848126919851
16156,TRIM16,1.2339205419941663,0.2666459386867825,1.0,0.7949697410740679
16157,TRIM17,2.967867886029808,0.08493372718869276,1.0,0.6262953643509285
16158,TRIM2,1.4859070308275477,0.22285259461908213,1.0,0.7630606668008405
16159,TRIM21,5.332080908387525,0.020936373864153365,1.0,0.4385323857867988
16160,TRIM22,0.14894438849614744,0.699546186272302,1.0,0.9392323842826762
16161,TRIM23,2.4234445827762556,0.11953183437258072,1.0,0.6736904968910326
16162,TRIM24,4.012980779234113,0.045151258832556745,1.0,0.5455521844015168
16163,TRIM25,0.06071536437616487,0.8053688297897692,1.0,0.9639768707187804
16164,TRIM26,0.013777159961364305,0.9065619850750142,1.0,0.9835693021844972
16165,TRIM27,1.3479435915601243,0.24563794284247578,1.0,0.7831951010758483
16166,TRIM28,1.4506631489343818,0.22842157446485828,1.0,0.7676119416307704
16167,TRIM29,5.358623813281611,0.020620039374907174,1.0,0.4370047287559481
16168,TRIM3,0.27935533672894053,0.5971240634351487,1.0,0.9152165619263136
16169,TRIM31,0.07474491055086219,0.7845494770455119,1.0,0.9580928542361881
16170,TRIM32,5.030074233323148,0.0249108306929249,1.0,0.46262971286860527
16171,TRIM33,0.848873037861722,0.35687134547323884,1.0,0.8419789572314332
16172,TRIM34,0.1959696623898708,0.6579938769879315,1.0,0.929302399457688
16173,TRIM35,0.46403673320196503,0.4957434187470471,1.0,0.8937964247045891
16174,TRIM36,4.78412221507574,0.028723283702392608,1.0,0.48765407994576665
16175,TRIM37,0.39251903174817926,0.5309782549835909,1.0,0.9026982995585634
16176,TRIM38,0.15334110499270537,0.6953627093913135,1.0,0.9382257981428686
16177,TRIM39,0.46161273234156397,0.4968712235918842,1.0,0.8940983680681251
16178,TRIM4,1.1405064148511883,0.28554534495047057,1.0,0.8067430794531838
16179,TRIM40,0.02668296919250679,0.8702434786762043,1.0,0.9772406276937704
16180,TRIM41,2.0022433082722273,0.15706659923919664,1.0,0.7117595638628011
16181,TRIM42,0.0020849409315815137,0.963580326575782,1.0,0.9943635724506229
16182,TRIM43,0.1086984262635724,0.7416308524441415,1.0,0.9504656960281007
16183,TRIM44,0.16766535698207008,0.6821950685453636,1.0,0.9350388002765065
